scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
104348361_171513414,"office_motion_light",motion_detected,office,1,0,0,"None",0.23
104348361_171513414,"bedroom_motion_light",motion_detected,bedroom,1,0,0,"None",0.20
104348361_171513414,"hallway_motion_light",motion_detected,hallway,1,0,0,"None",0.14
104348361_171513414,"entryway_door_lock",agent_left_room,bedroom,0,0,0,"None",0.00
104348361_171513414,"hallway_motion_light",motion_detected,hallway,0,0,0,"None",0.00
104348361_171513414,"bedroom_motion_light",motion_detected,bedroom,0,0,0,"None",0.00
104348361_171513414,"entryway_door_lock",agent_left_room,bedroom,0,0,0,"None",0.00
104348361_171513414,"living_room_motion_light",motion_detected,living room,1,0,0,"None",0.17
104348361_171513414,"hallway_motion_light",motion_detected,hallway,0,0,0,"None",0.00
104348361_171513414,"hallway_motion_light",motion_detected,hallway,0,0,0,"None",0.00
104348361_171513414,"bedroom_motion_light",motion_detected,bedroom,0,0,0,"None",0.00
104348361_171513414,"entryway_door_lock",agent_left_room,bedroom,0,0,0,"None",0.00
