scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
102816615,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.30
102816615,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.28
102816615,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.14
102816615,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.17
102816615,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816615,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.17
102816615,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.06
102816615,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.17
102816615,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.12
102816615,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.56
102816615,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.12
102816615,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.14
102816615,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.25
102816615,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.22
102816615,"entryway_welcome_entryway/foyer/lobby",motion_detected,entryway/foyer/lobby,1,1,0,"None",0.22
102816615,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816615,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.16
102816615,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.05
102816615,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.14
102816615,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.15
102816615,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.36
102816615,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.15
102816615,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816615,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.13
102816615,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.07
102816615,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816615,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.20
102816615,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.16
102816615,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.21
102816615,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.34
102816615,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.15
