scene_id,attack_name,category,success,packets_sent,packets_captured,duration_ms
103997562_171030642,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,1.9
103997562_171030642,"Matter State Injection",matter_message_injection,0,0,0,3.2
103997562_171030642,"Matter Command Hijack",matter_command_hijack,0,0,0,2.4
103997562_171030642,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,507.2
103997562_171030642,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1115.8
103997562_171030642,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,517.9
103997562_171030642,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
103997562_171030642,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
103997562_171030642,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,2.6
103997562_171030642,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
103997562_171030642,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
103997562_171030642,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
103997562_171030642,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
103997562_171030642,"Traffic Fingerprinting",traffic_analysis,1,0,0,1832.4
