scene_id,attack_name,category,success,packets_sent,packets_captured,duration_ms
102344193,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,4.1
102344193,"Matter State Injection",matter_message_injection,0,0,0,3.1
102344193,"Matter Command Hijack",matter_command_hijack,0,0,0,2.7
102344193,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,510.1
102344193,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1111.6
102344193,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,515.2
102344193,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
102344193,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
102344193,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,2.2
102344193,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
102344193,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
102344193,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
102344193,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
102344193,"Traffic Fingerprinting",traffic_analysis,1,0,0,1823.0
