scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
104862573_172226682,"motion_lights_on_bedroom.001",motion_detected,bedroom.001,1,0,0,"None",0.21
104862573_172226682,"leave_lights_off_bedroom.001",agent_left_room,bedroom.001,1,0,0,"None",0.14
104862573_172226682,"motion_lights_on_living room.001",motion_detected,living room.001,1,0,0,"None",0.70
104862573_172226682,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.22
104862573_172226682,"leave_lights_off_living room.001",agent_left_room,living room.001,1,0,0,"None",0.12
104862573_172226682,"motion_lights_on_living room.001",motion_detected,living room.001,1,0,0,"None",0.27
104862573_172226682,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.14
104862573_172226682,"leave_lights_off_living room.001",agent_left_room,living room.001,1,0,0,"None",0.14
104862573_172226682,"motion_lights_on_living room.001",motion_detected,living room.001,1,0,0,"None",0.18
104862573_172226682,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.16
104862573_172226682,"motion_lights_on_living room.001",motion_detected,living room.001,0,0,0,"None",0.00
104862573_172226682,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.13
104862573_172226682,"motion_lights_on_kitchen.001",motion_detected,kitchen.001,1,0,0,"None",0.15
104862573_172226682,"leave_lights_off_living room.001",agent_left_room,living room.001,1,0,0,"None",0.11
104862573_172226682,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
104862573_172226682,"leave_lights_off_kitchen.001",agent_left_room,kitchen.001,1,0,0,"None",0.13
104862573_172226682,"motion_lights_on_kitchen.001",motion_detected,kitchen.001,1,0,0,"None",0.22
104862573_172226682,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.09
104862573_172226682,"motion_lights_on_living room.001",motion_detected,living room.001,1,0,0,"None",1.61
104862573_172226682,"leave_lights_off_kitchen.001",agent_left_room,kitchen.001,1,0,0,"None",0.11
104862573_172226682,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.13
104862573_172226682,"leave_lights_off_living room.001",agent_left_room,living room.001,1,0,0,"None",0.11
104862573_172226682,"motion_lights_on_living room.001",motion_detected,living room.001,1,0,0,"None",0.27
104862573_172226682,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.16
104862573_172226682,"leave_lights_off_living room.001",agent_left_room,living room.001,1,0,0,"None",0.14
104862573_172226682,"motion_lights_on_living room.001",motion_detected,living room.001,1,0,0,"None",0.16
104862573_172226682,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.18
104862573_172226682,"leave_lights_off_living room.001",agent_left_room,living room.001,1,0,0,"None",0.16
