scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
102343992,"bedroom_motion_light",motion_detected,bedroom.004,0,0,0,"None",0.00
102343992,"bedroom_motion_notification",agent_entered_room,bedroom.004,1,0,0,"None",0.01
102344193,"bedroom_occupancy_light",motion_detected,bedroom,1,0,0,"None",0.24
102344193,"entryway_motion_unlock_door",motion_detected,hallway,0,0,0,"None",0.00
102344193,"bathroom_motion_light",motion_detected,bathroom,0,0,0,"None",0.00
102816615,"bedroom_motion_light",motion_detected,bedroom,0,0,0,"None",0.00
102816615,"entryway_door_lock_at_bedtime",agent_entered_room,bedroom,0,0,0,"None",0.00
103997445_171030492,"bar_motion_light",motion_detected,bar,0,0,0,"None",0.00
103997799_171031002,"entryway_motion_light",motion_detected,tv,1,0,0,"None",1.39
103997799_171031002,"lock_doors_at_night",motion_detected,tv,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",agent_entered_room,tv,0,0,0,"None",0.00
103997799_171031002,"kitchen_motion_light",motion_detected,kitchen,1,0,0,"None",0.17
103997799_171031002,"lock_doors_at_night",motion_detected,kitchen,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",agent_left_room,tv,0,0,0,"None",0.00
103997799_171031002,"agent_left_room",agent_left_room,tv,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",agent_entered_room,kitchen,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",motion_detected,hallway.002,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",agent_left_room,kitchen,0,0,0,"None",0.00
103997799_171031002,"agent_left_room",agent_left_room,kitchen,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",agent_entered_room,hallway.002,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",motion_detected,hallway.003,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",agent_left_room,hallway.002,0,0,0,"None",0.00
103997799_171031002,"agent_left_room",agent_left_room,hallway.002,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",agent_entered_room,hallway.003,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",motion_detected,bathroom.002,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",agent_left_room,hallway.003,0,0,0,"None",0.00
103997799_171031002,"agent_left_room",agent_left_room,hallway.003,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",agent_entered_room,bathroom.002,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",motion_detected,bedroom.001,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",agent_left_room,bathroom.002,0,0,0,"None",0.00
103997799_171031002,"agent_left_room",agent_left_room,bathroom.002,0,0,0,"None",0.00
103997799_171031002,"lock_doors_at_night",agent_entered_room,bedroom.001,0,0,0,"None",0.00
104348160_171513093,"dining_motion_light",motion_detected,dining room,0,0,0,"None",0.00
104348160_171513093,"hallway_motion_light",motion_detected,hallway,1,0,0,"None",0.24
104348160_171513093,"bedroom_motion_light",motion_detected,bedroom,1,0,0,"None",0.15
104348361_171513414,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.34
104862573_172226682,"bathroom_motion_alert",motion_detected,bathroom.001,0,0,0,"None",0.00
104862687_172226883,"bathroom_motion_light",motion_detected,bathroom,0,0,0,"None",0.00
105515235_173104215,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.47
105515235_173104215,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.17
105515235_173104215,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.15
105515235_173104215,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.14
105515235_173104215,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.21
105515235_173104215,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.16
105515235_173104215,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.15
105515235_173104215,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.30
105515235_173104215,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.13
105515235_173104215,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.16
105515235_173104215,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.16
105515235_173104215,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.23
105515235_173104215,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.20
