scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
107734449_176000403,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.35
107734449_176000403,"motion_lights_on_office",motion_detected,office,1,0,0,"None",3.65
107734449_176000403,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.14
107734449_176000403,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.30
107734449_176000403,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.12
107734449_176000403,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.24
107734449_176000403,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.15
107734449_176000403,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",1.79
107734449_176000403,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",3.99
107734449_176000403,"motion_lights_on_office",motion_detected,office,1,0,0,"None",2.25
107734449_176000403,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.30
107734449_176000403,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",2.74
107734449_176000403,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.15
107734449_176000403,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.43
107734449_176000403,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",1.31
107734449_176000403,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.60
107734449_176000403,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.16
107734449_176000403,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.37
107734449_176000403,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.15
107734449_176000403,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.18
107734449_176000403,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.16
107734449_176000403,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",2.15
107734449_176000403,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.43
107734449_176000403,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",1.56
107734449_176000403,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.26
107734449_176000403,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.51
107734449_176000403,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.47
107734449_176000403,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.86
107734449_176000403,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.32
107734449_176000403,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.31
107734449_176000403,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",1.19
107734449_176000403,"motion_lights_on_living room",motion_detected,living room,0,0,0,"None",0.00
107734449_176000403,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.70
107734449_176000403,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",4.73
107734449_176000403,"motion_lights_on_hallway",motion_detected,hallway,0,0,0,"None",0.00
107734449_176000403,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",2.27
107734449_176000403,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.38
107734449_176000403,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.25
107734449_176000403,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.38
107734449_176000403,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.18
107734449_176000403,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.22
107734449_176000403,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.12
