scene_id,attack_name,category,severity,success,cve_reference,duration_ms
103997445_171030492,"Buffer Overflow (Command Buffer)",buffer_overflow,high,1,"CVE-2020-12695 (UPnP buffer overflow in IoT devices)",12.0
103997445_171030492,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",7.7
103997445_171030492,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",9.1
103997445_171030492,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",8.4
103997445_171030492,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",2.7
103997445_171030492,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",7.1
103997445_171030492,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",417.9
103997445_171030492,"Command Injection (Null Byte)",command_injection,medium,1,"",3004.2
103997445_171030492,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",5.2
103997445_171030492,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",4.1
103997445_171030492,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",561.1
103997445_171030492,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",10.5
103997445_171030492,"State Manipulation (Sensor Disarm)",state_manipulation,low,0,"CVE-2019-9483 (SimpliSafe alarm disarm vulnerability)",217.7
103997445_171030492,"State Manipulation (Calibration Abuse)",state_manipulation,low,0,"",6.2
103997445_171030492,"Replay Attack",replay_attack,low,0,"CVE-2018-11714 (Zigbee replay vulnerability)",212.0
103997445_171030492,"Protocol Fuzzing (Random)",protocol_fuzzing,high,1,"",24034.1
103997445_171030492,"Format String Attack",protocol_fuzzing,high,1,"CVE-2019-14889 (libssh format string vulnerability)",9.9
103997445_171030492,"Out-of-Bounds Write (Schedule Array)",buffer_overflow,high,1,"CVE-2021-33104 (IoT OOB write vulnerability)",10.9
