scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
108294558_176710095,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.83
108294558_176710095,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.33
108294558_176710095,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.15
108294558_176710095,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.31
108294558_176710095,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.18
108294558_176710095,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.29
108294558_176710095,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.19
108294558_176710095,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.33
108294558_176710095,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.20
108294558_176710095,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.26
108294558_176710095,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.17
108294558_176710095,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.16
108294558_176710095,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.31
108294558_176710095,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.25
108294558_176710095,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.17
108294558_176710095,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.12
108294558_176710095,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.44
108294558_176710095,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.22
108294558_176710095,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.37
108294558_176710095,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.14
108294558_176710095,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.50
108294558_176710095,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.15
108294558_176710095,"motion_lights_on_bedroom.001",motion_detected,bedroom.001,1,0,0,"None",0.25
108294558_176710095,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.18
108294558_176710095,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.36
108294558_176710095,"leave_lights_off_bedroom.001",agent_left_room,bedroom.001,1,0,0,"None",0.32
108294558_176710095,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.25
108294558_176710095,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.23
108294558_176710095,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.42
108294558_176710095,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.16
108294558_176710095,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.75
108294558_176710095,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.37
108294558_176710095,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.32
108294558_176710095,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.17
