scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
102343992,"motion_lights_on_bedroom.004",motion_detected,bedroom.004,1,0,0,"None",0.28
102343992,"motion_lights_on_hallway.003",motion_detected,hallway.003,1,0,0,"None",0.15
102343992,"leave_lights_off_bedroom.004",agent_left_room,bedroom.004,1,0,0,"None",0.11
102343992,"leave_lights_off_hallway.003",agent_left_room,hallway.003,1,0,0,"None",0.13
102343992,"motion_lights_on_hallway.003",motion_detected,hallway.003,1,0,0,"None",0.22
102343992,"motion_lights_on_bedroom.004",motion_detected,bedroom.004,1,0,0,"None",0.17
102343992,"leave_lights_off_hallway.003",agent_left_room,hallway.003,1,0,0,"None",0.11
102343992,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102343992,"leave_lights_off_bedroom.004",agent_left_room,bedroom.004,1,0,0,"None",0.15
102344193,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.33
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.51
102344193,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.14
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.25
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.14
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.16
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.15
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.29
102344193,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.13
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.16
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.28
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.17
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.11
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.23
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.11
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.32
102344193,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.13
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.22
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.11
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.19
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.12
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.90
102344193,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.13
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.22
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.12
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.31
102344193,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.17
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.15
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.20
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.18
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.48
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.23
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.12
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.27
102344193,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.12
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.19
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.22
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.19
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.12
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.31
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.14
102344439,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.58
102344439,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.17
102344439,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.25
102344439,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.23
102344439,"motion_lights_on_bedroom.002",motion_detected,bedroom.002,1,0,0,"None",0.22
102344439,"leave_lights_off_bedroom.002",agent_left_room,bedroom.002,1,0,0,"None",0.55
102344439,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.25
102344439,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.15
102344439,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.26
102344439,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.22
102344439,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.30
102344439,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.15
102344439,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.24
102344439,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.15
102344439,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.26
102344439,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.16
102344439,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.33
102344439,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",22.16
102344439,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.35
102816009,"office_motion_light",motion_detected,office,1,0,0,"None",0.32
102816009,"office_motion_light",motion_detected,office,1,0,0,"None",0.24
102816009,"office_motion_light",motion_detected,office,1,0,0,"None",0.24
102816009,"office_motion_light",motion_detected,office,1,0,0,"None",0.23
102816615,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.30
102816615,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.28
102816615,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.14
102816615,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.17
