scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
105515235_173104215,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.47
105515235_173104215,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.17
105515235_173104215,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.15
105515235_173104215,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.14
105515235_173104215,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.21
105515235_173104215,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.16
105515235_173104215,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.15
105515235_173104215,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.30
105515235_173104215,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.13
105515235_173104215,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.16
105515235_173104215,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.16
105515235_173104215,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.23
105515235_173104215,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.20
105515235_173104215,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.15
105515235_173104215,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.17
105515235_173104215,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.25
105515235_173104215,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.12
105515235_173104215,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.21
105515235_173104215,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.19
105515235_173104215,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.16
105515235_173104215,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.13
105515235_173104215,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.17
105515235_173104215,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.13
105515235_173104215,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.24
105515235_173104215,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.13
105515235_173104215,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.19
105515235_173104215,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.13
105515235_173104215,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.23
105515235_173104215,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.13
105515235_173104215,"motion_lights_on_office",motion_detected,office,1,0,0,"None",0.16
105515235_173104215,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.18
105515235_173104215,"leave_lights_off_office",agent_left_room,office,1,0,0,"None",0.13
105515235_173104215,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.16
105515235_173104215,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.21
105515235_173104215,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.17
105515235_173104215,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.19
105515235_173104215,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.42
105515235_173104215,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.15
105515235_173104215,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.18
105515235_173104215,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.16
105515235_173104215,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.16
