scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
102343992,"motion_lights_on_bedroom.004",motion_detected,bedroom.004,1,0,0,"None",1.16
102343992,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102343992,"leave_lights_off_bedroom.004",agent_left_room,bedroom.004,1,0,0,"None",0.23
102343992,"motion_lights_on_bedroom.004",motion_detected,bedroom.004,1,0,0,"None",1.06
102343992,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.06
102343992,"motion_lights_on_hallway.003",motion_detected,hallway.003,1,0,0,"None",0.17
102343992,"leave_lights_off_bedroom.004",agent_left_room,bedroom.004,1,0,0,"None",0.11
102343992,"leave_lights_off_hallway.003",agent_left_room,hallway.003,1,0,0,"None",0.19
102343992,"motion_lights_on_hallway.003",motion_detected,hallway.003,1,0,0,"None",0.27
102343992,"motion_lights_on_bedroom.004",motion_detected,bedroom.004,1,0,0,"None",0.25
102343992,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102344193,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.87
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.49
102344193,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.16
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.25
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.13
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.21
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.20
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.34
102344193,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.12
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.29
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.15
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.43
102344193,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.11
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.18
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.24
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.45
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.19
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.11
102344193,"motion_lights_on_hallway",motion_detected,hallway,0,0,0,"None",0.00
102344193,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.18
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.17
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.69
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.18
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.16
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.13
102344439,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.36
102344439,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.17
102344439,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.16
102344439,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.17
102344439,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.14
102344439,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.14
102344439,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.21
102344439,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.14
102344439,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.26
102344439,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.13
102344439,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.17
102344439,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.13
102344439,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.27
102344439,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.19
102344439,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.54
102344439,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.17
102344439,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.19
102344439,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.43
102816009,"motion_lights_on_hallway.002",motion_detected,hallway.002,1,0,0,"None",0.23
102816009,"leave_lights_off_hallway.002",agent_left_room,hallway.002,1,0,0,"None",0.18
102816009,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.17
102816009,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816009,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.15
102816009,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.07
102816009,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.26
102816009,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.22
102816009,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.15
102816009,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.73
102816009,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.22
102816009,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.19
102816009,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.14
102816009,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816009,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.14
102816009,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.46
102816009,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.20
102816009,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816009,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.20
102816009,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.07
102816009,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.27
102816009,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.20
102816009,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.18
102816009,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.17
102816009,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.21
102816009,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.20
102816009,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.14
102816009,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816009,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.15
102816009,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.17
102816009,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.06
102816009,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816009,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.15
102816009,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.11
