scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
102343992,"bedroom_motion_light",motion_detected,bedroom.004,1,0,0,"None",0.21
102343992,"hallway_motion_light",motion_detected,hallway.003,1,0,0,"None",0.21
102343992,"laundry_motion_light",motion_detected,laundryroom/mudroom,0,0,0,"None",0.00
102343992,"kitchen_door_lock",agent_left_room,hallway.003,0,0,0,"None",0.00
102343992,"hallway_door_lock",agent_left_room,hallway.003,0,0,0,"None",0.00
102343992,"hallway_motion_light",motion_detected,hallway.003,0,0,0,"None",0.00
102343992,"bedroom_motion_light",motion_detected,bedroom.004,0,0,0,"None",0.00
102343992,"kitchen_door_lock",agent_left_room,hallway.003,0,0,0,"None",0.00
102343992,"hallway_door_lock",agent_left_room,hallway.003,0,0,0,"None",0.00
102344193,"bedroom_motion_light",motion_detected,bedroom,1,0,0,"None",0.24
102344193,"bathroom_motion_lock",motion_detected,bedroom,0,0,0,"None",0.00
102344193,"bedroom_motion_lock",motion_detected,bedroom,0,0,0,"None",0.00
102344193,"hallway_motion_light",motion_detected,hallway,1,0,0,"None",0.14
102344193,"hallway_motion_lock",motion_detected,hallway,0,0,0,"None",0.00
102344193,"kitchen_motion_light",motion_detected,kitchen,1,0,0,"None",0.21
102344193,"kitchen_motion_light",motion_detected,kitchen,0,0,0,"None",0.00
102344193,"livingroom_motion_light",motion_detected,living room,1,0,0,"None",0.18
102344193,"kitchen_motion_light",motion_detected,kitchen,0,0,0,"None",0.00
102344193,"kitchen_motion_light",motion_detected,kitchen,0,0,0,"None",0.00
102344193,"livingroom_motion_light",motion_detected,living room,0,0,0,"None",0.00
102344193,"kitchen_motion_light",motion_detected,kitchen,0,0,0,"None",0.00
102344193,"kitchen_motion_light",motion_detected,kitchen,0,0,0,"None",0.00
102344193,"hallway_motion_light",motion_detected,hallway,0,0,0,"None",0.00
102344193,"hallway_motion_lock",motion_detected,hallway,0,0,0,"None",0.00
102344193,"bedroom_motion_light",motion_detected,bedroom,0,0,0,"None",0.00
102344193,"bathroom_motion_lock",motion_detected,bedroom,0,0,0,"None",0.00
102344193,"bedroom_motion_lock",motion_detected,bedroom,0,0,0,"None",0.00
102344439,"hallway_motion_light",motion_detected,hallway,1,0,0,"None",0.26
102344439,"recgame_motion_light",motion_detected,rec/game,0,0,0,"None",0.00
102344439,"toilet_motion_light",motion_detected,toilet,0,0,0,"None",0.00
102344439,"kitchen_motion_lock",motion_detected,kitchen,0,0,0,"None",0.00
102344439,"kitchen_motion_lock",motion_detected,kitchen,0,0,0,"None",0.00
102344439,"hallway_motion_light",motion_detected,hallway,0,0,0,"None",0.00
102344439,"bedroom_001_motion_light",motion_detected,bedroom.001,0,0,0,"None",0.00
102816009,"kitchen_motion_light",motion_detected,kitchen,1,0,0,"None",2.05
102816009,"kitchen_motion_light",motion_detected,kitchen,1,0,0,"None",0.22
102816615,"bedroom_motion_light",motion_detected,bedroom,1,0,0,"None",0.29
102816615,"hallway_motion_light",motion_detected,hallway,1,0,0,"None",0.16
102816615,"dining_room_motion_light",motion_detected,dining room,0,0,0,"None",0.00
102816615,"tv_motion_light",motion_detected,tv,0,0,0,"None",0.00
102816615,"entryway_motion_unlock",motion_detected,entryway/foyer/lobby,0,0,0,"None",0.00
102816615,"entryway_motion_light",motion_detected,entryway/foyer/lobby,0,0,0,"None",0.00
102816615,"toilet_motion_light",motion_detected,toilet,0,0,0,"None",0.00
102816615,"entryway_motion_unlock",motion_detected,entryway/foyer/lobby,0,0,0,"None",0.00
102816615,"entryway_motion_light",motion_detected,entryway/foyer/lobby,0,0,0,"None",0.00
102816615,"tv_motion_light",motion_detected,tv,0,0,0,"None",0.00
102816615,"dining_room_motion_light",motion_detected,dining room,0,0,0,"None",0.00
102816615,"hallway_001_motion_light",motion_detected,hallway.001,1,0,0,"None",0.27
102816615,"bedroom_002_motion_light",motion_detected,bedroom.002,1,0,0,"None",0.17
102816615,"hallway_001_motion_light",motion_detected,hallway.001,0,0,0,"None",0.00
102816615,"kitchen_motion_light",motion_detected,kitchen,1,0,0,"None",0.27
102816615,"hallway_001_motion_light",motion_detected,hallway.001,0,0,0,"None",0.00
102816615,"dining_room_motion_light",motion_detected,dining room,0,0,0,"None",0.00
