scene_id,attack_name,category,success,packets_sent,packets_captured,duration_ms
103997799_171031002,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,4.9
103997799_171031002,"Matter State Injection",matter_message_injection,0,0,0,3.3
103997799_171031002,"Matter Command Hijack",matter_command_hijack,0,0,0,2.5
103997799_171031002,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,520.4
103997799_171031002,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1126.6
103997799_171031002,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,512.6
103997799_171031002,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
103997799_171031002,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
103997799_171031002,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,2.1
103997799_171031002,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
103997799_171031002,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
103997799_171031002,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
103997799_171031002,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
103997799_171031002,"Traffic Fingerprinting",traffic_analysis,1,0,0,1853.8
