scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
102816009,"motion_lights_on_hallway.002",motion_detected,hallway.002,1,0,0,"None",0.23
102816009,"leave_lights_off_hallway.002",agent_left_room,hallway.002,1,0,0,"None",0.18
102816009,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.17
102816009,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816009,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.15
102816009,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.07
102816009,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.26
102816009,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.22
102816009,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.15
102816009,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.73
102816009,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.22
102816009,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.19
102816009,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.14
102816009,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816009,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.14
102816009,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.46
102816009,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.20
102816009,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816009,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.20
102816009,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.07
102816009,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.27
102816009,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.20
102816009,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.18
102816009,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.17
102816009,"motion_lights_on_hallway.001",motion_detected,hallway.001,1,0,0,"None",0.21
102816009,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.20
102816009,"leave_lights_off_hallway.001",agent_left_room,hallway.001,1,0,0,"None",0.14
102816009,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816009,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.15
102816009,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.17
102816009,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.06
102816009,"motion_lights_on_dining room",motion_detected,dining room,0,0,0,"None",0.00
102816009,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.15
102816009,"leave_lights_off_dining room",agent_left_room,dining room,0,1,0,"None",0.11
