scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
102344193,"motion_lights_on_bedroom",motion_detected,bedroom,1,0,0,"None",0.87
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.49
102344193,"leave_lights_off_bedroom",agent_left_room,bedroom,1,0,0,"None",0.16
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.25
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.13
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.21
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.20
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.34
102344193,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.12
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.29
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.15
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.43
102344193,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.11
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.18
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.24
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.45
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.19
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.11
102344193,"motion_lights_on_hallway",motion_detected,hallway,0,0,0,"None",0.00
102344193,"leave_lights_off_living room",agent_left_room,living room,1,0,0,"None",0.18
102344193,"leave_lights_off_hallway",agent_left_room,hallway,1,0,0,"None",0.17
102344193,"motion_lights_on_hallway",motion_detected,hallway,1,0,0,"None",0.69
102344193,"motion_lights_on_kitchen",motion_detected,kitchen,1,0,0,"None",0.18
102344193,"motion_lights_on_living room",motion_detected,living room,1,0,0,"None",0.16
102344193,"leave_lights_off_kitchen",agent_left_room,kitchen,1,0,0,"None",0.13
