scene_id,attack_name,category,success,packets_sent,packets_captured,duration_ms
102816852,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,2.4
102816852,"Matter State Injection",matter_message_injection,0,0,0,3.5
102816852,"Matter Command Hijack",matter_command_hijack,0,0,0,2.3
102816852,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,520.4
102816852,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1126.6
102816852,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,520.3
102816852,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
102816852,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
102816852,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,1.6
102816852,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
102816852,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
102816852,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
102816852,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
102816852,"Traffic Fingerprinting",traffic_analysis,1,0,0,1854.9
