scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
102816852,"agent_entered_bathroom",agent_entered_room,bathroom,0,2,0,"None",0.67
102816852,"toilet_motion_light",motion_detected,toilet,0,0,0,"None",0.00
102816852,"otherroom_motion_light",motion_detected,other room,0,0,0,"None",0.00
102816852,"office_motion_light",motion_detected,office,1,0,0,"None",0.27
102816852,"otherroom_motion_light",motion_detected,other room,0,0,0,"None",0.00
102816852,"toilet_motion_light",motion_detected,toilet,0,0,0,"None",0.00
102816852,"outdoor_motion_light",motion_detected,hallway,1,0,0,"None",0.23
102816852,"livingroom_motion_light",motion_detected,living room,1,0,0,"None",0.17
102816852,"outdoor_motion_light",motion_detected,hallway,0,0,0,"None",0.00
102816852,"toilet_motion_light",motion_detected,toilet,0,0,0,"None",0.00
102816852,"otherroom_motion_light",motion_detected,other room,0,0,0,"None",0.00
102816852,"toilet_motion_light",motion_detected,toilet,0,0,0,"None",0.00
