scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
106366371_174226743,"bedroom.002_motion_light",motion_detected,bedroom.002,1,0,0,"None",0.24
106366371_174226743,"bathroom.002_motion_alert",motion_detected,bathroom.002,0,0,0,"None",0.00
106366371_174226743,"toilet_motion_alert",motion_detected,toilet,0,0,0,"None",0.00
106366371_174226743,"bathroom.002_motion_alert",motion_detected,bathroom.002,0,0,0,"None",0.00
106366371_174226743,"hallway_motion_light",motion_detected,hallway,1,0,0,"None",0.17
106366371_174226743,"dining_room_motion_light",motion_detected,dining room,0,0,0,"None",0.00
106366371_174226743,"living_room_motion_light",motion_detected,living room,1,0,0,"None",0.15
106366371_174226743,"bathroom.003_motion_alert",motion_detected,bathroom.003,0,0,0,"None",0.00
106366371_174226743,"dining_room_motion_light",motion_detected,dining room,0,0,0,"None",0.00
106366371_174226743,"living_room_motion_light",motion_detected,living room,0,0,0,"None",0.00
